Period Ending,Country,CLDR Territory Code,Product,Reason,Court Orders,"Executive, Police, etc.",Items Requested To Be Removed
6/30/11,Germany,DE,Blogger,Privacy and Security,1,0,1
6/30/11,Germany,DE,Web Search,Other,0,3,12
6/30/11,Germany,DE,YouTube,Other,0,3,35
6/30/11,Germany,DE,Gmail,Defamation,1,0,1
6/30/11,Germany,DE,Google AdWords,Other,1,0,115
6/30/11,Germany,DE,YouTube,Hate Speech,1,14,322
6/30/11,Germany,DE,"Google Earth, Google Maps, and Panoramio",Defamation,1,0,1
6/30/11,Germany,DE,YouTube,Copyright,1,0,11
6/30/11,Germany,DE,Web Search,Defamation,50,1,1585
6/30/11,Germany,DE,Blogger,Defamation,5,0,7
6/30/11,Germany,DE,Google Images,Adult Content,0,1,19
6/30/11,Sri Lanka,LK,YouTube,Other,1,0,1
6/30/11,Russia,RU,YouTube,Defamation,0,1,1
6/30/11,Russia,RU,Blogger,Privacy and Security,0,3,4
6/30/11,Denmark,DK,YouTube,Violence,0,1,1
6/30/11,Australia,AU,Web Search,Privacy and Security,2,0,2
6/30/11,Australia,AU,YouTube,Other,0,2,2
6/30/11,Australia,AU,YouTube,Hate Speech,0,1,1
6/30/11,Australia,AU,YouTube,Defamation,0,2,2
6/30/11,Australia,AU,YouTube,Privacy and Security,0,1,1
6/30/11,Australia,AU,YouTube,Adult Content,0,2,2
6/30/11,Malaysia,MY,Blogger,Defamation,0,1,1
12/31/11,Slovenia,SI,YouTube,Privacy and Security,0,1,3
12/31/11,Indonesia,ID,Blogger,Other,1,0,1
12/31/11,Kazakhstan,KZ,YouTube,Privacy and Security,0,1,2
12/31/11,Pakistan,PK,YouTube,Government Criticism,0,1,6
12/31/11,Pakistan,PK,Blogger,Privacy and Security,0,1,9
12/31/11,Norway,NO,YouTube,Hate Speech,0,1,1
12/31/11,Norway,NO,Google AdWords,Defamation,1,0,10
12/31/11,Norway,NO,YouTube,Violence,0,1,12
12/31/11,Brazil,BR,Blogger,Other,3,0,3
12/31/11,Brazil,BR,Picasa Web Albums,Other,0,1,1
12/31/11,Brazil,BR,orkut,Violence,0,1,8
12/31/11,Brazil,BR,Google Profiles,Impersonation,1,0,1
12/31/11,Brazil,BR,Gmail,Other,1,0,1
12/31/11,Brazil,BR,orkut,Other,9,12,43
12/31/11,Brazil,BR,YouTube,Hate Speech,2,1,8
12/31/11,Brazil,BR,"Google Earth, Google Maps, and Panoramio",Defamation,1,0,1
12/31/11,Brazil,BR,orkut,Hate Speech,0,3,43
12/31/11,Brazil,BR,"Google Earth, Google Maps, and Panoramio",Privacy and Security,0,1,1
12/31/11,Brazil,BR,orkut,Electoral Law,1,0,4
12/31/11,Brazil,BR,Gmail,Impersonation,1,0,1
12/31/11,Brazil,BR,YouTube,Defamation,54,1,113
12/31/11,Brazil,BR,YouTube,Privacy and Security,4,1,5
12/31/11,Brazil,BR,Blogger,Adult Content,2,0,3
12/31/11,Brazil,BR,Google Code,Privacy and Security,2,0,6
12/31/11,Brazil,BR,orkut,Adult Content,1,0,9
12/31/11,Brazil,BR,YouTube,Adult Content,0,2,2
12/31/11,Brazil,BR,orkut,Religious Offense,0,2,8
12/31/11,Brazil,BR,YouTube,Violence,0,3,5
12/31/11,Brazil,BR,Web Search,Other,2,1,102
12/31/11,Brazil,BR,YouTube,Other,2,2,7
12/31/11,Brazil,BR,orkut,Impersonation,12,15,39
12/31/11,Brazil,BR,Blogger,Copyright,3,0,3
12/31/11,Brazil,BR,Web Search,Defamation,7,1,53
12/31/11,Brazil,BR,Blogger,Defamation,4,2,6
12/31/11,Brazil,BR,YouTube,Trademark,1,1,2
12/31/11,Brazil,BR,orkut,Defamation,15,16,76
12/31/11,Canada,CA,YouTube,Government Criticism,0,1,1
12/31/11,Canada,CA,Web Search,Privacy and Security,1,0,1
12/31/11,Canada,CA,"Google Earth, Google Maps, and Panoramio",Privacy and Security,0,1,1
12/31/11,Canada,CA,Google Places,Privacy and Security,0,1,7
12/31/11,Canada,CA,YouTube,Defamation,0,4,6
12/31/11,Canada,CA,YouTube,Privacy and Security,0,1,3
12/31/11,Canada,CA,YouTube,Violence,0,2,2
12/31/11,Canada,CA,YouTube,Other,0,3,3
12/31/11,Canada,CA,Google AdWords,Other,0,1,1
12/31/11,Canada,CA,Web Search,Defamation,1,0,1
12/31/11,Canada,CA,Blogger,Defamation,2,0,135
12/31/11,Canada,CA,Blogger,Impersonation,0,1,1
12/31/11,Turkey,TR,YouTube,Government Criticism,1,3,8
12/31/11,Turkey,TR,Gmail,Impersonation,1,1,2
12/31/11,Turkey,TR,YouTube,Defamation,1,1,2
12/31/11,Turkey,TR,Blogger,Other,0,1,5
12/31/11,Turkey,TR,Blogger,Adult Content,0,4,5
12/31/11,Turkey,TR,YouTube,Privacy and Security,5,0,8
12/31/11,Turkey,TR,Web Search,Other,6,3,82
12/31/11,Turkey,TR,Google Videos,Adult Content,0,1,1
12/31/11,Turkey,TR,YouTube,Other,0,4,18
12/31/11,Turkey,TR,YouTube,Hate Speech,0,1,3
12/31/11,Turkey,TR,Picasa Web Albums,Adult Content,1,0,2
12/31/11,Turkey,TR,Google Groups,Adult Content,0,1,1
12/31/11,Turkey,TR,Web Search,Defamation,3,0,25
12/31/11,Turkey,TR,"Google Earth, Google Maps, and Panoramio",Government Criticism,0,1,1
12/31/11,Turkey,TR,Blogger,Defamation,4,1,10
12/31/11,Turkey,TR,Google Videos,Other,0,1,1
12/31/11,Ukraine,UA,Web Search,Other,1,0,4
12/31/11,Ukraine,UA,Web Search,Defamation,1,0,4
12/31/11,Singapore,SG,Web Search,Defamation,1,0,2
12/31/11,Poland,PL,YouTube,Religious Offense,0,1,1
12/31/11,Poland,PL,Web Search,Government Criticism,0,1,9
12/31/11,Colombia,CO,Blogger,Other,0,2,2
12/31/11,Colombia,CO,Blogger,Defamation,0,1,1
12/31/11,Colombia,CO,Blogger,Privacy and Security,0,1,1
12/31/11,Macedonia [FYROM],MK,YouTube,Privacy and Security,0,2,2
12/31/11,Spain,ES,Web Search,Privacy and Security,0,14,270
12/31/11,Spain,ES,YouTube,Other,2,2,9
12/31/11,Spain,ES,Gmail,Other,2,0,2
12/31/11,Spain,ES,Blogger,Other,5,7,13
12/31/11,Spain,ES,YouTube,Privacy and Security,2,1,5
12/31/11,Spain,ES,Blogger,Defamation,4,0,4
12/31/11,Spain,ES,YouTube,Adult Content,1,1,2
12/31/11,Spain,ES,Blogger,Impersonation,1,0,1
12/31/11,Spain,ES,Blogger,Privacy and Security,1,0,1
12/31/11,South Korea,KR,Web Search,Privacy and Security,0,13,105
12/31/11,South Korea,KR,Web Search,Copyright,0,4,4
12/31/11,South Korea,KR,Google Places,Defamation,0,1,1
12/31/11,South Korea,KR,Blogger,Other,0,2,2
12/31/11,South Korea,KR,YouTube,Privacy and Security,0,51,53
12/31/11,South Korea,KR,Blogger,Privacy and Security,0,8,11
12/31/11,South Korea,KR,Web Search,Other,0,4,26
12/31/11,South Korea,KR,Android Market,Other,0,5,17
12/31/11,South Korea,KR,orkut,Privacy and Security,0,6,10
12/31/11,South Korea,KR,Android Market,Copyright,0,1,1
12/31/11,South Korea,KR,"Google Earth, Google Maps, and Panoramio",Defamation,0,1,1
12/31/11,South Korea,KR,Blogger,Copyright,0,2,27
12/31/11,South Korea,KR,Web Search,Defamation,0,1,8
12/31/11,Cyprus,CY,YouTube,Privacy and Security,0,3,4
12/31/11,Israel,IL,Web Search,Other,0,1,74
12/31/11,Israel,IL,Web Search,Privacy and Security,2,1,3
12/31/11,Israel,IL,YouTube,Privacy and Security,0,1,2
12/31/11,Austria,AT,Web Search,Defamation,4,0,22
12/31/11,Italy,IT,Web Search,Other,1,0,2
12/31/11,Italy,IT,Web Search,Privacy and Security,1,0,1
12/31/11,Italy,IT,YouTube,Other,1,1,10
12/31/11,Italy,IT,Google Knol,Defamation,1,0,2
12/31/11,Italy,IT,YouTube,Defamation,8,0,13
12/31/11,Italy,IT,Blogger,Other,0,1,1
12/31/11,Italy,IT,YouTube,Privacy and Security,0,2,43
12/31/11,Italy,IT,Web Search,Defamation,1,2,4
12/31/11,Italy,IT,Blogger,Defamation,6,0,17
12/31/11,Italy,IT,Blogger,Privacy and Security,1,0,1
12/31/11,Italy,IT,YouTube,Violence,0,2,2
12/31/11,Argentina,AR,Web Search,Other,1,1,5
12/31/11,Argentina,AR,Web Search,Privacy and Security,3,2,69
12/31/11,Argentina,AR,Google AdSense,Hate Speech,2,0,3
12/31/11,Argentina,AR,YouTube,Hate Speech,0,1,2
12/31/11,Argentina,AR,Web Search,Hate Speech,3,0,100
12/31/11,Argentina,AR,YouTube,Privacy and Security,0,1,1
12/31/11,Argentina,AR,Web Search,Defamation,23,1,58
12/31/11,Argentina,AR,Blogger,Defamation,4,0,4
12/31/11,Argentina,AR,Web Search: Autocomplete,Defamation,0,1,2
12/31/11,Argentina,AR,Web Search: Autocomplete,Hate Speech,2,0,6
12/31/11,Argentina,AR,Picasa Web Albums,Privacy and Security,1,0,16
12/31/11,Taiwan,TW,Web Search,Other,0,1,1
12/31/11,Taiwan,TW,Web Search,Privacy and Security,0,1,3
12/31/11,Taiwan,TW,Google AdWords,Other,0,2,8
12/31/11,Taiwan,TW,Google AdWords,Defamation,0,1,1
12/31/11,Taiwan,TW,"Google Earth, Google Maps, and Panoramio",Other,0,1,1
12/31/11,Taiwan,TW,Web Search,Defamation,0,2,13
12/31/11,Netherlands,NL,Web Search,Defamation,1,0,1
12/31/11,Netherlands,NL,Blogger,Defamation,0,1,1
12/31/11,United Kingdom,GB,Web Search,Privacy and Security,1,0,2
12/31/11,United Kingdom,GB,YouTube,National Security,0,2,647
12/31/11,United Kingdom,GB,Google Places,Privacy and Security,0,1,1
12/31/11,United Kingdom,GB,Blogger,National Security,0,1,7
12/31/11,United Kingdom,GB,YouTube,Defamation,0,1,1
12/31/11,United Kingdom,GB,Web Search,Copyright,0,1,1
12/31/11,United Kingdom,GB,Blogger,Other,0,1,1
12/31/11,United Kingdom,GB,YouTube,Privacy and Security,0,7,37
12/31/11,United Kingdom,GB,YouTube,Adult Content,0,1,7
12/31/11,United Kingdom,GB,Google Sites,Other,0,1,1
12/31/11,United Kingdom,GB,Blogger,Privacy and Security,0,1,1
12/31/11,United Kingdom,GB,YouTube,Violence,0,7,15
12/31/11,United Kingdom,GB,Web Search,Other,1,0,1
12/31/11,United Kingdom,GB,YouTube,Other,0,7,9
12/31/11,United Kingdom,GB,Google AdWords,Other,2,0,25
12/31/11,United Kingdom,GB,YouTube,Hate Speech,0,4,13
12/31/11,United Kingdom,GB,Blogger,Copyright,1,1,2
12/31/11,United Kingdom,GB,Web Search,Defamation,3,0,45
12/31/11,United Kingdom,GB,Blogger,Defamation,1,0,1
12/31/11,United Kingdom,GB,Google AdWords,Privacy and Security,3,1,30
12/31/11,Belgium,BE,YouTube,Other,0,1,1
12/31/11,Belgium,BE,Blogger,Other,1,0,4
12/31/11,Belgium,BE,YouTube,Privacy and Security,0,1,2
12/31/11,Belgium,BE,Blogger,Defamation,0,1,1
12/31/11,Belgium,BE,YouTube,Adult Content,0,2,2
12/31/11,Belgium,BE,YouTube,Violence,0,5,5
12/31/11,United States,US,Web Search,Privacy and Security,36,4,67
12/31/11,United States,US,Web Search,Copyright,2,0,12
12/31/11,United States,US,Blogger,Other,6,2,40
12/31/11,United States,US,Google Places,Other,0,3,3
12/31/11,United States,US,Google+,Other,0,1,1
12/31/11,United States,US,Google Sites,Defamation,2,0,2
12/31/11,United States,US,Web Search,Impersonation,1,2,3
12/31/11,United States,US,Google AdWords,Privacy and Security,1,0,5
12/31/11,United States,US,YouTube,National Security,0,1,1
12/31/11,United States,US,"Google Earth, Google Maps, and Panoramio",Privacy and Security,0,1,1
12/31/11,United States,US,Google Groups,Other,1,0,1
12/31/11,United States,US,Gmail,Impersonation,0,2,2
12/31/11,United States,US,Google Places,Privacy and Security,0,1,1
12/31/11,United States,US,YouTube,Defamation,0,4,4
12/31/11,United States,US,Google AdWords,Defamation,1,0,2
12/31/11,United States,US,Google Groups,Defamation,1,0,1421
12/31/11,United States,US,YouTube,Privacy and Security,0,14,1731
12/31/11,United States,US,Google Apps,Other,2,0,4
12/31/11,United States,US,YouTube,Adult Content,0,1,1
12/31/11,United States,US,Blogger,Privacy and Security,0,1,2
12/31/11,United States,US,YouTube,Violence,0,10,14
12/31/11,United States,US,Web Search,Other,7,0,36
12/31/11,United States,US,YouTube,Other,2,4,6
12/31/11,United States,US,Google AdWords,Other,4,2,2084
12/31/11,United States,US,YouTube,Copyright,0,1,1
12/31/11,United States,US,Web Search,Defamation,46,1,659
12/31/11,United States,US,Google AdWords,Trademark,1,14,82
12/31/11,United States,US,Blogger,Defamation,3,0,4
12/31/11,United States,US,YouTube,Trademark,0,1,1
12/31/11,United States,US,Blogger,Impersonation,1,0,1
12/31/11,Switzerland,CH,YouTube,Privacy and Security,0,1,1
12/31/11,Switzerland,CH,Web Search,Defamation,5,0,62
12/31/11,Switzerland,CH,Blogger,Defamation,2,0,3
12/31/11,Sweden,SE,Web Search,Defamation,1,0,2
12/31/11,France,FR,YouTube,Other,0,4,4
12/31/11,France,FR,YouTube,Hate Speech,0,3,3
12/31/11,France,FR,YouTube,Defamation,1,0,1
12/31/11,France,FR,YouTube,Privacy and Security,0,3,6
12/31/11,France,FR,Web Search,Defamation,3,0,7
12/31/11,France,FR,Blogger,Defamation,8,1,16
12/31/11,France,FR,YouTube,Adult Content,0,8,24
12/31/11,France,FR,Google Images,Privacy and Security,1,0,26
12/31/11,Portugal,PT,Blogger,Defamation,3,0,9
12/31/11,Panama,PA,YouTube,Defamation,0,1,1
12/31/11,Mexico,MX,Blogger,Other,0,1,1
12/31/11,Mexico,MX,Blogger,Defamation,0,1,1
12/31/11,India,IN,Web Search,Copyright,0,1,1
12/31/11,India,IN,Blogger,Other,1,8,11
12/31/11,India,IN,Web Search,Religious Offense,0,1,1
12/31/11,India,IN,Google Sites,Defamation,2,0,2
12/31/11,India,IN,orkut,Other,0,5,8
12/31/11,India,IN,YouTube,Hate Speech,0,10,24
12/31/11,India,IN,YouTube,Impersonation,0,2,3
12/31/11,India,IN,orkut,Hate Speech,0,1,1
12/31/11,India,IN,"Google Earth, Google Maps, and Panoramio",Other,0,1,2
12/31/11,India,IN,YouTube,Religious Offense,0,1,6
12/31/11,India,IN,YouTube,National Security,0,1,10
12/31/11,India,IN,Google Images,Impersonation,0,1,3
12/31/11,India,IN,YouTube,Defamation,0,19,77
12/31/11,India,IN,Blogger,Adult Content,0,1,1
12/31/11,India,IN,YouTube,Privacy and Security,0,4,4
12/31/11,India,IN,Blogger,Privacy and Security,0,1,14
12/31/11,India,IN,YouTube,Violence,0,1,2
12/31/11,India,IN,Web Search,Other,0,2,11
12/31/11,India,IN,orkut,Impersonation,0,12,16
12/31/11,India,IN,YouTube,Other,0,4,6
12/31/11,India,IN,YouTube,Copyright,0,1,1
12/31/11,India,IN,Web Search,Defamation,0,5,13
12/31/11,India,IN,Blogger,Defamation,2,9,23
12/31/11,India,IN,orkut,Defamation,0,5,15
12/31/11,Jordan,JO,YouTube,Defamation,0,1,1
12/31/11,Czech Republic,CZ,YouTube,Other,0,1,1
12/31/11,New Zealand,NZ,Web Search,Defamation,1,0,3
12/31/11,Cook Islands,CK,Web Search,Defamation,1,0,10
12/31/11,Thailand,TH,YouTube,Government Criticism,0,4,149
12/31/11,Germany,DE,Web Search,Privacy and Security,1,0,1
12/31/11,Germany,DE,Web Search,Adult Content,1,6,151
12/31/11,Germany,DE,YouTube,National Security,0,1,5
12/31/11,Germany,DE,YouTube,Defamation,2,2,11
12/31/11,Germany,DE,Google AdWords,Defamation,1,0,27
12/31/11,Germany,DE,Google Groups,Defamation,2,0,2
12/31/11,Germany,DE,YouTube,Privacy and Security,0,9,17
12/31/11,Germany,DE,YouTube,Violence,0,2,82
12/31/11,Germany,DE,Web Search,Other,2,0,13
12/31/11,Germany,DE,YouTube,Other,2,11,85
12/31/11,Germany,DE,Google AdWords,Other,1,0,2
12/31/11,Germany,DE,YouTube,Hate Speech,0,9,38
12/31/11,Germany,DE,Google AdWords,Copyright,1,0,25
12/31/11,Germany,DE,"Google Earth, Google Maps, and Panoramio",Defamation,0,1,1
12/31/11,Germany,DE,Web Search,Defamation,42,2,1256
12/31/11,Germany,DE,Blogger,Defamation,5,0,6
12/31/11,Malta,MT,YouTube,Other,0,1,1
12/31/11,Malta,MT,YouTube,Privacy and Security,0,1,2
12/31/11,Japan,JP,Web Search,Other,1,0,1
12/31/11,Japan,JP,Web Search,Privacy and Security,1,0,5
12/31/11,Japan,JP,YouTube,Privacy and Security,0,3,4
12/31/11,Japan,JP,Web Search,Defamation,1,0,11
12/31/11,Japan,JP,Blogger,Privacy and Security,1,0,3
12/31/11,Russia,RU,Web Search,Privacy and Security,0,1,1
12/31/11,Russia,RU,YouTube,Defamation,0,2,2
12/31/11,Russia,RU,Web Search,Defamation,1,0,1
12/31/11,Bolivia,BO,YouTube,Defamation,1,0,1
12/31/11,Denmark,DK,YouTube,Privacy and Security,0,1,1
12/31/11,Australia,AU,Web Search,Privacy and Security,4,1,633
12/31/11,Australia,AU,"Google Earth, Google Maps, and Panoramio",Defamation,0,1,1
12/31/11,Australia,AU,YouTube,Privacy and Security,0,5,6
12/31/11,Australia,AU,Web Search,Defamation,0,2,2
12/31/11,Australia,AU,Blogger,Defamation,2,0,2
12/31/11,Australia,AU,Street View,Privacy and Security,0,1,1
12/31/11,Australia,AU,YouTube,Violence,0,1,1
12/31/11,Malaysia,MY,Blogger,Impersonation,0,1,1
6/30/12,Greece,GR,YouTube,Other,0,1,1
6/30/12,Greece,GR,Web Search: Autocomplete,Defamation,1,0,7
6/30/12,Greece,GR,YouTube,Violence,0,1,1
6/30/12,Slovenia,SI,Blogger,Defamation,2,0,2
6/30/12,Ireland,IE,YouTube,Hate Speech,0,1,1
6/30/12,Lithuania,LT,YouTube,Other,0,1,6
6/30/12,Pakistan,PK,YouTube,Other,0,1,1
6/30/12,Pakistan,PK,YouTube,Privacy and Security,0,1,1
6/30/12,Pakistan,PK,Web Search,Defamation,2,0,9
6/30/12,Peru,PE,Web Search,Copyright,1,0,2
6/30/12,Peru,PE,Blogger,Defamation,1,0,5
6/30/12,Turkey,TR,YouTube,Government Criticism,0,114,425
6/30/12,Turkey,TR,Google Videos,National Security,0,1,1
6/30/12,Turkey,TR,Panoramio,National Security,0,1,3
6/30/12,Turkey,TR,Web Search,Privacy and Security,0,1,1
6/30/12,Turkey,TR,Google Videos,Copyright,1,0,1
6/30/12,Turkey,TR,Blogger,Religious Offense,0,8,13
6/30/12,Turkey,TR,Blogger,Other,0,14,19
6/30/12,Turkey,TR,Google Images,Defamation,1,0,1
6/30/12,Turkey,TR,Google+,Other,0,3,3
6/30/12,Turkey,TR,Picasa Web Albums,Privacy and Security,0,1,1
6/30/12,Turkey,TR,YouTube,Hate Speech,0,2,4
6/30/12,Turkey,TR,Web Search,Government Criticism,0,1,1
6/30/12,Turkey,TR,Blogger,Violence,0,3,3
6/30/12,Turkey,TR,Google Docs,Government Criticism,0,1,1
6/30/12,Turkey,TR,Google Videos,Privacy and Security,0,1,1
6/30/12,Turkey,TR,Google Videos,Other,0,1,1
6/30/12,Turkey,TR,YouTube,Religious Offense,0,19,34
6/30/12,Turkey,TR,YouTube,National Security,0,24,88
6/30/12,Turkey,TR,Web Search,Adult Content,0,4,166
6/30/12,Turkey,TR,YouTube,Defamation,1,47,73
6/30/12,Turkey,TR,Blogger,National Security,0,5,10
6/30/12,Turkey,TR,Google Groups,Defamation,0,1,2
6/30/12,Turkey,TR,YouTube,Privacy and Security,0,13,22
6/30/12,Turkey,TR,Blogger,Adult Content,0,32,80
6/30/12,Turkey,TR,YouTube,Adult Content,1,28,247
6/30/12,Turkey,TR,Picasa Web Albums,Religious Offense,0,1,1
6/30/12,Turkey,TR,YouTube,Violence,0,6,13
6/30/12,Turkey,TR,Blogger,Privacy and Security,1,5,13
6/30/12,Turkey,TR,Web Search,Other,1,0,1
6/30/12,Turkey,TR,Panoramio,Government Criticism,0,1,1
6/30/12,Turkey,TR,Google Videos,Adult Content,0,2,2
6/30/12,Turkey,TR,YouTube,Other,16,51,673
6/30/12,Turkey,TR,Google Docs,Other,0,2,2
6/30/12,Turkey,TR,YouTube,Copyright,0,9,15
6/30/12,Turkey,TR,Google Groups,Privacy and Security,0,1,1
6/30/12,Turkey,TR,Blogger,Copyright,1,2,3
6/30/12,Turkey,TR,Web Search,Defamation,14,1,66
6/30/12,Turkey,TR,Blogger,Hate Speech,0,3,3
6/30/12,Turkey,TR,Blogger,Defamation,10,13,31
6/30/12,Turkey,TR,Blogger,Government Criticism,0,27,51
6/30/12,Turkey,TR,YouTube,Trademark,0,1,1
6/30/12,Turkey,TR,Google Groups,National Security,0,1,1
6/30/12,Turkey,TR,Google Groups,Hate Speech,0,1,1
6/30/12,Turkey,TR,Google Videos,Violence,0,1,3
6/30/12,Turkey,TR,Google Sites,Privacy and Security,1,0,1
6/30/12,Poland,PL,YouTube,National Security,0,1,2
6/30/12,Poland,PL,YouTube,Defamation,0,1,1
6/30/12,Poland,PL,YouTube,Privacy and Security,0,1,4
6/30/12,Macedonia [FYROM],MK,YouTube,National Security,0,1,1
6/30/12,South Korea,KR,Web Search,Privacy and Security,0,11,114
6/30/12,South Korea,KR,Google Play Apps,Other,0,19,311
6/30/12,South Korea,KR,Web Search,Adult Content,0,1,1
6/30/12,South Korea,KR,YouTube,Defamation,1,1,2
6/30/12,South Korea,KR,Web Search,Copyright,0,3,3
6/30/12,South Korea,KR,YouTube,Privacy and Security,0,4,4
6/30/12,South Korea,KR,Google Images,Privacy and Security,0,1,4
6/30/12,South Korea,KR,Blogger,Privacy and Security,0,7,19
6/30/12,South Korea,KR,orkut,Privacy and Security,0,1,5
6/30/12,South Korea,KR,Blogger,Copyright,0,1,1
6/30/12,South Korea,KR,Web Search,Defamation,0,1,34
6/30/12,South Korea,KR,Google Sites,Privacy and Security,0,1,1
6/30/12,Israel,IL,Web Search,Privacy and Security,1,0,1
6/30/12,Israel,IL,Web Search,Defamation,2,0,5
6/30/12,Israel,IL,YouTube,Violence,0,1,1
6/30/12,Italy,IT,Web Search,Privacy and Security,1,0,6
6/30/12,Italy,IT,YouTube,Other,0,2,47
6/30/12,Italy,IT,YouTube,Hate Speech,0,1,1
6/30/12,Italy,IT,YouTube,Defamation,4,0,5
6/30/12,Italy,IT,Web Search,Copyright,1,0,144
6/30/12,Italy,IT,Google Groups,Defamation,3,0,18
6/30/12,Italy,IT,Blogger,Copyright,1,0,1
6/30/12,Italy,IT,YouTube,Privacy and Security,0,2,2
6/30/12,Italy,IT,Web Search,Defamation,2,0,2
6/30/12,Italy,IT,Blogger,Defamation,5,1,46
6/30/12,Italy,IT,YouTube,Violence,1,1,2
6/30/12,Austria,AT,Web Search,Defamation,2,0,10
6/30/12,Hong Kong,HK,YouTube,Copyright,0,1,370
6/30/12,Netherlands,NL,Web Search,Trademark,1,0,1
6/30/12,Netherlands,NL,YouTube,Hate Speech,0,1,3
6/30/12,Netherlands,NL,Web Search,Defamation,5,0,209
6/30/12,Netherlands,NL,Blogger,Defamation,1,0,2
6/30/12,Netherlands,NL,YouTube,Violence,0,2,2
6/30/12,United Kingdom,GB,YouTube,Government Criticism,0,1,1
6/30/12,United Kingdom,GB,YouTube,National Security,0,9,15
6/30/12,United Kingdom,GB,YouTube,Defamation,0,1,1
6/30/12,United Kingdom,GB,Blogger,National Security,0,1,1
6/30/12,United Kingdom,GB,Web Search,Copyright,1,0,14
6/30/12,United Kingdom,GB,Blogger,Other,1,1,2
6/30/12,United Kingdom,GB,YouTube,Privacy and Security,0,8,13
6/30/12,United Kingdom,GB,YouTube,Violence,0,19,98
6/30/12,United Kingdom,GB,Blogger,Privacy and Security,1,2,3
6/30/12,United Kingdom,GB,Web Search,Other,0,1,1
6/30/12,United Kingdom,GB,YouTube,Other,2,26,51
6/30/12,United Kingdom,GB,Web Search,Trademark,1,0,4
6/30/12,United Kingdom,GB,Google AdWords,Other,6,3,2864
6/30/12,United Kingdom,GB,YouTube,Hate Speech,0,2,2
6/30/12,United Kingdom,GB,Google AdWords,Copyright,0,1,1
6/30/12,United Kingdom,GB,Web Search,Government Criticism,0,1,14
6/30/12,United Kingdom,GB,Web Search,Defamation,4,1,45
6/30/12,United Kingdom,GB,Blogger,Defamation,2,2,63
6/30/12,Belgium,BE,YouTube,National Security,0,1,1
6/30/12,Belgium,BE,YouTube,Privacy and Security,0,2,5
6/30/12,Belgium,BE,YouTube,Adult Content,0,3,3
6/30/12,Belgium,BE,YouTube,Violence,0,4,4
6/30/12,France,FR,Web Search,Privacy and Security,5,0,1026
6/30/12,France,FR,YouTube,National Security,0,2,2
6/30/12,France,FR,Web Search,Adult Content,0,1,1
6/30/12,France,FR,YouTube,Defamation,1,0,1
6/30/12,France,FR,Google Groups,Defamation,2,0,3
6/30/12,France,FR,YouTube,Privacy and Security,1,2,7
6/30/12,France,FR,Web Search: Autocomplete,Defamation,1,1,2
6/30/12,France,FR,YouTube,Adult Content,0,6,6
6/30/12,France,FR,Google Images,Privacy and Security,1,1,2
6/30/12,France,FR,Google Images,Defamation,1,1,4
6/30/12,France,FR,YouTube,Violence,0,2,4
6/30/12,France,FR,YouTube,Other,0,9,9
6/30/12,France,FR,YouTube,Hate Speech,0,4,22
6/30/12,France,FR,Web Search: Autocomplete,Privacy and Security,0,1,1
6/30/12,France,FR,Web Search,Defamation,6,1,119
6/30/12,France,FR,Google+ Local,Privacy and Security,0,2,2
6/30/12,France,FR,Blogger,Defamation,20,2,40
6/30/12,India,IN,YouTube,Religious Offense,2,0,24
6/30/12,India,IN,Web Search,Privacy and Security,1,1,361
6/30/12,India,IN,YouTube,National Security,0,1,3
6/30/12,India,IN,YouTube,Defamation,2,14,43
6/30/12,India,IN,Blogger,Religious Offense,2,1,44
6/30/12,India,IN,Blogger,Other,0,1,1
6/30/12,India,IN,YouTube,Privacy and Security,0,4,7
6/30/12,India,IN,YouTube,Adult Content,0,1,1
6/30/12,India,IN,Web Search,Religious Offense,1,0,6
6/30/12,India,IN,orkut,Religious Offense,1,0,1
6/30/12,India,IN,Google Images,Privacy and Security,0,1,1
6/30/12,India,IN,Picasa Web Albums,Privacy and Security,0,1,1
6/30/12,India,IN,Web Search,Other,0,1,1
6/30/12,India,IN,YouTube,Other,0,5,9
6/30/12,India,IN,orkut,Impersonation,0,5,7
6/30/12,India,IN,orkut,Privacy and Security,0,3,4
6/30/12,India,IN,orkut,Other,0,1,1
6/30/12,India,IN,YouTube,Hate Speech,0,1,1
6/30/12,India,IN,YouTube,Impersonation,0,1,2
6/30/12,India,IN,YouTube,Copyright,0,1,1
6/30/12,India,IN,Web Search,Defamation,2,4,12
6/30/12,India,IN,Blogger,Defamation,9,12,56
6/30/12,India,IN,orkut,Defamation,0,5,9
6/30/12,Cook Islands,CK,Web Search,Defamation,1,0,1
6/30/12,New Zealand,NZ,YouTube,Other,0,1,1
6/30/12,New Zealand,NZ,Google Docs,Privacy and Security,1,0,1
6/30/12,New Zealand,NZ,Web Search,Defamation,1,0,12
6/30/12,New Zealand,NZ,YouTube,Violence,0,1,1
6/30/12,Germany,DE,YouTube,Government Criticism,0,1,1
6/30/12,Germany,DE,Web Search,Privacy and Security,1,0,5
6/30/12,Germany,DE,Blogger,Other,7,1,21
6/30/12,Germany,DE,Picasa Web Albums,Other,1,0,6
6/30/12,Germany,DE,Google+,Hate Speech,0,1,23
6/30/12,Germany,DE,Web Search,Trademark,1,0,111
6/30/12,Germany,DE,YouTube,Hate Speech,0,22,436
6/30/12,Germany,DE,Google Maps,Hate Speech,0,2,2
