video_id	uploader	age	category	length	views	rate	ratings	comments
7NuuPvPPckg	Kizzesss	1186	Music	272	1612	2.62	13	16
hpMIt3-A5Vk	Courtneyy91	1221	Music	211	1076	3.79	14	29
tIw6JwS-SOU	Courtneyy91	1118	Music	236	19643	4.28	162	296
BupWKzUyHKs	cerromac	1178	Music	345	1622	5	8	4
doUosOJPMCw	ArrtiG	1059	Music	261	9189	4.4	101	172
XlFXyaPtKPc	aprilmkelly	1177	Music	203	2243	4.86	99	137
2RMOfHSbW7U	mycoversongs4u	1137	Music	195	2073	4.68	19	27
Paby902xpX4	FunkyAdli	1176	Music	201	3145	4.93	29	9
mhWN1DmMigc	PaulSaywood	1173	Music	158	1046	4.77	106	141
BdgIi409Qc0	sherryleeis	1131	Music	153	1411	4.93	29	27
xioOgeJxChA	mycoversongs4u	1186	Music	151	957	4.95	19	22
_fhJMvcrRIs	strongvinny	1173	Music	301	1552	5	2	2
HiiJx2rCmVc	threethirtyam	1159	Music	177	246	4.5	4	2
COGn9BpYb_k	mycoversongs4u	1232	Music	220	615	4.98	49	55
Ui359u5Z9Yg	mycoversongs4u	1129	Music	289	634	5	11	24
eDckSpHxe4g	sherryleeis	1189	Music	172	813	4.71	17	21
pPg9N9scmhs	dleeoriginals	1179	Music	199	3736	4.85	160	169
l6MIHuhQpqU	48track	1179	Music	253	348	5	3	5
n72A8BTkr6w	dazzacullen	1177	Music	180	289	2	2	3
qaKiAmC2csI	48track	1176	Music	271	521	4	4	6
br7WzOEu_7s	PaddyButters	1139	Music	167	457	5	11	16
InvOg4oj85Y	spashleyboy	1177	Music	177	387	5	6	13
2PTj13kPGaA	48track	1189	Music	279	253	5	6	6
sxmmUNM_xHw	iantompkins	1177	Music	152	283	4.91	23	30
IBZnkW0KD74	ANDYGLOV3R	1177	Music	111	196	5	7	13
OiLINAB29mI	chuntoon007	1173	Music	506	89	5	3	1
w-WrAjd5kKg	mintercondition	1177	Music	186	313	5	7	2
H7fuTVSC_GA	Alikaht	435	Entertainment	266	6433	4.74	57	5
VcSt2_ciTdI	TheHumbleJack	1177	Music	165	307	5	11	12
sPPxcVkw0Lk	LolittaLondon	1029	People & Blogs	275	2449	5	9	6
MRkHQfrnH9g	Vamp1337	913	Music	244	5363	4.05	21	23
f9C4dxdMQAo	glupieludi	951	People & Blogs	73	65134	3.24	50	18
fweJgAJtOxM	OlegKozyrev	1023	News & Politics	182	2110	4	10	6
w0TnicUSWnI	Welgar	1022	News & Politics	140	3251	4	9	3
yrI692OqNfM	zitopopper	1072	Music	138	445	5	3	5
2o2_50NGe3Y	GoblinGaga	1022	Comedy	331	9543	3.78	9	7
nxBjaU69XF0	jamja3	1209	Music	138	5397	4.46	65	131
AopBz7JcWBs	visichick	1224	Music	152	341	4.83	12	14
twwsJ2QBGQ8	kittenlover089	1223	Music	229	450	2.62	8	15
SZ-h4HbuFZs	MissKimberlee	1180	Music	264	4053	4.69	62	78
i_iyi-SQpsE	MissKimberlee	1174	Music	220	1961	4.81	62	50
R_KPnzzTPws	6britney6	945	Entertainment	144	4381	4.57	23	42
PVZ0LfWLFPQ	showdownrocks	1216	Entertainment	359	174	3.2	5	7
9ENF6mMIyA0	MissKimberlee	1220	Music	249	1679	4.95	59	73
MASClD5GgfI	kaoribee	1190	Music	224	557	3	2	3
RIL3WAC6rXU	machakela	910	People & Blogs	88	301	0	0	2
K111DVf3izI	nalthao	1156	Music	104	124	3	2	1
g84nm65zmAg	MissKimberlee	1163	Music	194	2386	4.61	62	62
C2-mk7yGeqQ	SIMPLYCHY21	963	Entertainment	222	3554	3.62	13	12
2bQto3HCiWw	mileyrox898	1098	Music	15	284	0	0	1
muNlDc2VS8E	Timaya	504	Music	235	86272	3.47	193	220
TlZSuKw_Djo	southernsteve1968	1046	Entertainment	121	1532	0	0	2
p5ur22-xLFU	Movlogger	998	People & Blogs	162	722	4	2	4
7_VbwO5w9Uc	HaileyJ96	1171	Music	250	57759	4.52	462	793
QiyF0brsU0I	nala2409	1119	Comedy	326	315	4.83	6	5
dbcBtYzX03E	CharlotteNahum	1177	Music	197	458	4.75	8	6
ewiNFKV2TuM	kevinshima	1177	Music	233	178	5	3	5
RAmoYnv5Vlw	amberja20	1177	Music	127	319	4.25	4	2
9SP5aRuCWf0	toby2620	1177	Music	171	291	4	1	5
kx6cPxjkUBI	agathe7	1125	News & Politics	102	174	0	0	0
Kg5lnbvNN4E	Deepdarknesx	978	Music	156	1359	4.83	6	6
4gpdC7tteUM	Blasty	780	Music	400	13021	4.88	32	21
5SZqIjrgfHw	myoriginalsongs	1177	Music	183	837	4.7	10	4
60mHqsAiVZM	yukkabelle	1153	Pets & Animals	326	258	5	1	3
#NAME?	Saranethsvoice	1177	Music	109	57	5	1	1
rDp-ZhsRuZo	SaschaHolmes	1167	Music	100	185	5	2	2
4XwL2vE2D9o	ki11ington	1204	People & Blogs	236	39	0	0	0
NsrRwBuHA5A	7CRonaldoManU	1239	Sports	324	5336	4.45	29	20
2HfjXfaZs10	CrPubsi7	1240	Sports	321	5063	4.88	56	28
aWZGXh3DOrs	deathblade125	1240	Sports	218	3589	3.2	10	11
kBoWkNP3pn4	Metiori	1240	Sports	657	1311	3.83	6	2
_Mm42qeI7ns	samalmarr	1240	Sports	181	1653	5	5	6
1r88PcTIMn4	EmilElskerFck	1240	Sports	202	795	5	1	0
giWt-_AfnPA	7Caio17	1239	People & Blogs	50	1168	3	10	1
w5R13hgvbok	yanacr7	1239	Sports	216	1421	4.71	17	17
rjNDsO9bFv0	BeRnDinHo7	1242	Sports	188	6574	4.84	43	25
DZpOKwgoFls	anthonyyu18	1219	Sports	381	9654	4.26	34	10
2uurxHFhNfs	nikefootball	1245	Sports	88	140747	4.39	381	289
1qMPb-H3sxM	Atilla10	1239	Sports	410	651	5	5	3
jiNZoF-moK8	abiramj2	1254	Sports	95	31600	4.71	45	93
HbfcsV6nxco	Luckyway	1253	Sports	112	296	4.43	7	4
LNvrs_hlomw	SweetSassyShawty	1253	Sports	201	353	5	1	0
6kRcjLInH3w	poodlechrist	1220	Sports	191	3018	4.6	10	16
9WnIjJ4Oz7A	7ronaldo27quaresma	1253	People & Blogs	60	2745	5	1	4
to6D-ZN0cbE	BeRnDinHo7	1253	Sports	341	649	4.44	16	7
lqEyjPmclN8	stippo999	1212	Sports	170	525	5	6	1
u5VdSSaj_Ts	maqinnez	1253	Sports	207	160	3	4	2
gP6Im3csWqY	mematihayrani	1253	Entertainment	178	199	3.4	5	5
CrNB0IN7SuE	ratedxsuperstar12	1253	Sports	221	102	0	0	0
GrELcK23R2M	Manutdisno1	1245	Sports	305	2033	4.63	27	27
30A13_oY_qM	soulwarrior15	1186	Sports	308	8774	4.88	8	7
WKqUxyyg_kk	LPchesterV7	1234	Sports	83	127	5	1	2
fGzz2FasYrE	camelia777888	1253	Sports	217	386	5	6	4
2HQgWcNgf7s	mydhom	1253	Film & Animation	60	122	0	0	0
JHZ2J8s58HU	CR7BeRnDinHoCR17	1188	Sports	149	4044	4.92	13	10
L5vXH06DimA	7Caio17	1189	People & Blogs	333	2093	2.33	3	2
y6_502SgmD4	trinicristiano	1189	Sports	247	399	5	1	0
CnB7w5BPg2g	DRIBBLER85	1189	Sports	173	1012	5	2	2
#NAME?	zeroblingz	1188	Sports	254	507	4	4	0
tbkKG7fVoD4	Metiori	1189	Sports	500	1295	3.25	4	1
5dImnKduPbc	blazeer101	1189	Entertainment	291	1215	5	6	1
FBsyoWsjuw4	Mich5855	1189	Sports	296	1159	5	6	3
TrEU9XZnuAg	28569	1185	Sports	401	5856	4.33	21	11
YOHEheBs5KM	XxCR7ronaldoCR7xX	1188	Sports	221	1632	4.09	11	4
QneT9HXZyGg	ISmokRoks	1189	Sports	511	2152	4.5	8	6
0BZLMUfSrYk	nermoi7	1038	Sports	246	15057	4.73	30	13
na5LemcPwFA	vedetadeocna	1135	Sports	117	1408	4.25	4	1
fyOmAA41XTQ	tiesto2468	1189	Sports	625	2941	4.9	10	5
HUfHtjlzgbo	rafalrog	1241	Sports	171	815	4.75	8	2
09rzDj8OlVg	7Cristiano77Ronaldo7	1240	Sports	230	960	4.43	7	2
IBpog7DgqZc	lennyT777	1242	Sports	385	2146	4.93	14	11
ex0rffO6LN4	thominho112	1241	Sports	294	559	4.33	3	0
NDCF7Y3E6oE	DirtyF22	1242	Sports	219	3132	4.86	28	28
FozBvS_Qyuc	redbloby	904	People & Blogs	86	6305	4	12	10
5Ero-6919ok	LoggyKing	1037	Film & Animation	77	3447	3.47	19	20
Ml4gi0GP4m4	LVMOG	1184	Film & Animation	101	2745	4.86	29	35
_2J2olwmv5I	clubpenguinfan179	1013	Entertainment	111	1261	3.6	5	6
U0mGDxQht4U	normanstrange	894	Music	83	1500	5	4	1
qWot-NLspto	mdifoggio	902	Film & Animation	101	6403	4.43	28	18
wK-oV-N2FPw	stormriven	1011	Music	77	1259	3.8	5	1
KktfFkcIjmw	deathblade125	1240	Comedy	77	602	5	5	521
reWoF6TSTxg	Ddog317	1243	Music	212	434	5	5	12
eKFaLwhiLc0	WinLotsofViews	1253	Howto & Style	29	405	4.29	7	234
Cdh5pl6q19c	Ddog317	1051	Comedy	168	394	4	5	7
w6bzq-fJiJk	cheesearod	1244	Entertainment	137	41	1	1	2
bFQps5c0xpI	superdude1825	1222	Entertainment	26	7524	3.75	36	3427
6qgzRd476qU	1yale	1234	Comedy	106	65	4	4	2
liY4_zBi7gU	Ddog317	1051	Music	540	397	3.75	4	1
l5b9gW4fRJI	meg14000	1227	Entertainment	68	107	5	1	5
E0jHyNovcFg	deathblade125	1243	Sports	453	339	4.86	7	5
B_om0xYuAI0	slyhawk21	1141	Comedy	241	177	3.86	7	6
Q-MCi6Q4jq0	ertine132	1235	Entertainment	141	141	3	4	51
85mHqNDlPgw	Ddog317	1033	Comedy	78	1187	3	11	19
FtugsHFhhM8	christiangarza3	1245	Film & Animation	108	815	4	10	29
YpnNhlCHFE4	cpdudecp	1245	People & Blogs	151	653	3	2	12
I6QIl9-DqFY	PinkFloyd2666	1245	Comedy	41	210	0	0	1
P5sNK2UK0LY	cpdudecp	1245	People & Blogs	74	197	1	1	8
qI8XnKKRJfo	cpdudecp	1251	People & Blogs	59	612	3.8	5	23
56N5X_-Jwks	PinkFloyd2666	1245	Film & Animation	115	344	5	2	10
LjjfI7jPQEA	cpdudecp	1246	People & Blogs	156	225	3.33	3	4
UTSK7baTzhc	cpdudecp	1249	People & Blogs	141	830	5	7	21
sFs__UZ39aE	cpdudecp	1246	People & Blogs	54	84	0	0	3
1INlBCJZqBU	Bagera66	1245	Entertainment	183	136	5	1	3
vBjjkU1VaI0	mrzabawi	1244	Entertainment	277	78	0	0	1
2NbGadQzszU	cpdudecp	1249	People & Blogs	114	838	4.17	6	15
PyczI2PYxno	AthosBr99	1246	Entertainment	256	283	0	0	1
k8QyhxFD5Dk	awalker28	1246	Gaming	103	109	5	1	2
rJA4LhUOlU8	calebboy52	1222	Music	139	168	5	5	6
7yspYWdK6zY	icesurviver	1247	Film & Animation	56	191	4	3	16
1qaH8xtDicA	Clubpenguin111	1154	News & Politics	62	621	4	1	9
0o0SF4QrIBY	jujkuj123	1246	Education	106	17	0	0	0
LO5jpUk_amo	stuff987	1244	Gaming	17	304	3	1	8
5KPQ2LCjlXY	Dj77440time	1250	Music	103	295	5	15	22
0DOzSOHuZqE	AthosBr99	1247	Entertainment	369	188	0	0	0
Quun4-WMdW4	CPMONSTERBLOG	1115	Education	140	11522	1.84	19	53
3wO5anx5VQg	Waddley18235	1246	Entertainment	62	36	0	0	7
O01Fa0C0L8Y	sr2dopeboy	1235	Autos & Vehicles	256	460	4.38	26	27
YnPkwftl34A	Antishaxx	1244	Entertainment	16	66	1	1	45
KTcMGf9kX9o	Mainlyrookies	1213	People & Blogs	136	310	5	3	60
Jxd_ZEPZBVc	COD4L	1227	Gaming	251	58	5	1	0
yvFvPKbikfY	perserved	1196	Comedy	181	1581	4.39	80	79
rEbBNHcpzuM	feedthefishy	1218	People & Blogs	51	311	5	1	3
hPkoXGmQNRY	0midl0vey0u	1241	Entertainment	336	35120	4.87	38	23
BVId4SUqIA4	COD4L	1215	Sports	114	1725	3.34	38	5
4qi2KvCpyvo	prestottdesigns	1239	Film & Animation	139	3608	3.31	13	1201
pnChNBejBZg	lilpain10	1241	Music	253	104	5	10	7
ghn23vG5QHY	Caro0770	1102	Entertainment	234	6121	3.73	11	8
wQYdySHmdBc	curi222	1214	Music	30	1044	3.55	11	5
9FLiKoHnxLE	mrgamer1	1224	Entertainment	276	400	3.67	3	3
4CgO5J4XgzY	curi222	1138	Film & Animation	552	4492	4.35	20	9
IW4yJIRBZZU	curi222	1220	Film & Animation	299	2093	4.88	25	24
ns5LtS2egFI	tennsounokami	1116	Film & Animation	600	196570	4.48	66	19
SftTs7ndpKk	curi222	1144	Film & Animation	594	9436	4.71	56	30
J-tMqVld5zI	curi222	987	Film & Animation	436	6846	4.29	14	27
FFL1X0U6C0s	curi222	1212	Film & Animation	30	2107	3.67	6	6
49EbsCsdWpI	MouthofSaurons	1234	Film & Animation	224	158	5	1	3
AxFM37yq3pQ	mssfldt	1234	Film & Animation	267	3455	4.87	38	35
QjgBqLjuejg	oXxDreamcatcherxXo	1235	Entertainment	570	242	5	1	4
ySIBbXcvncc	LinkLover753	959	Gaming	226	5965	4.85	20	16
ih8jy52oXmc	paintblingstr	1236	Howto & Style	200	462	4.38	26	34
yhniz_YHBvo	TheBlueMnM	1235	Entertainment	145	255	5	1	11
TdcrW_VQu18	curi222	1214	Music	30	530	5	1	2
SDcoW5-OSEU	curi222	1214	Music	30	714	2.5	6	5
iPtm27yfx40	ignasi09	1160	Entertainment	168	5853	4.33	40	14
4H3K4T4LGfw	chihabgoku	1170	Howto & Style	19	1164	2	4	1
a6LGFBFOAfg	djveta	1175	Film & Animation	324	3557	4.67	12	8
9D5CqYaugFw	chihabgoku	1170	Howto & Style	129	709	2.5	2	4
1YptH-KXKa0	masterjuanma1234	1197	Film & Animation	157	197634	4.35	360	365
yijtR22X0ck	Vhal79	1168	Film & Animation	408	4525	4.86	21	15
xB4X-GPznxA	manga2008	1167	Howto & Style	147	2005	4.33	3	7
DVIJq8arkZw	monossimo	1168	Entertainment	395	1212	5	6	5
UiXr4Lnfctc	makochan85	1031	Film & Animation	475	6721	4.92	88	56
0NzZIFKUxlc	sikasikasikapaa	1209	Entertainment	4	996	4.55	20	13
scjLmcG8s84	singo411	1061	Film & Animation	235	3709	3.94	17	10
ZJPc0Xzv0qA	curi222	1214	Music	30	160	5	5	3
srj-8Uej_mA	singo411	1041	Film & Animation	225	915	3.33	6	8
eYjToZcZ0bg	Luzonaussa	866	Film & Animation	219	1763	4.62	13	8
SMfft3pFclc	omaru7	1134	Entertainment	341	3084	4.68	25	17
7uHsVzgGlj0	curi222	1214	Music	30	384	4.67	3	2
8gMkI1Xz-hw	WyKOBcN	829	Comedy	47	11562	4.74	19	12
DV2FGkrGEa8	DoyleLonnegan	988	Film & Animation	321	3276	4.88	16	5
wvqflDte4R4	salma69	906	Film & Animation	638	21234	4.73	44	19
LdEUroA_wOA	esojalejandro	1035	Comedy	213	1972	4.5	2	2
IAx3yIe-lmM	snipo	842	Entertainment	156	11210	4.83	23	28
a7bFArv-6ZA	athenayuki	998	Film & Animation	91	410	3	1	3
yD5NMZ3pjqo	aktheon	1177	Film & Animation	79	1031	4.05	21	3
vFAzpTpJs0M	Rummy88	1175	Film & Animation	275	1099	4.73	15	6
LsOUbtUVx3c	curi222	1174	Film & Animation	130	232	5	1	1
XMxULXG22GE	DonTobar	1059	Film & Animation	101	1096	5	5	8
dND12dEu--g	elXnegroXjocm	1198	Film & Animation	104	159	3	1	2
M3TIdBMm2YM	NAnojikoMI	1178	Film & Animation	437	942	4.91	11	3
bEtYBAK4TUE	spachlit91	1183	Film & Animation	218	427	4.25	4	1
Dn27RbSP-8o	isotocal	1162	Entertainment	81	6310	5	34	10
SWw-IbvoV-w	fabielraza	1227	Music	211	1254	5	1	0
8D_1OZ5wQKE	fabielraza	1204	People & Blogs	582	2957	5	2	2
xMTyP_aWgvY	checcottanta	1216	Music	96	1748	0	0	0
K9I8XbiTZI8	joelrock2006	1028	Music	393	23038	4.29	21	2
mT7qBNpplUc	horaciocambeiro	969	Music	335	404933	4.9	801	436
2lH2B-NU4xs	WillerMusic	1164	Music	587	18439	4.69	29	12
MuC_CHAqU_c	polamaxs	1149	Music	325	8809	4.27	11	5
Dww6otsLyiU	MonoV2007	1144	Music	248	1691	3	3	1
oxjazxKZ7_A	mikeol80	1149	Music	255	1189	5	4	0
2PzOqg-pfno	queenero777	1117	Music	312	5568	4.85	27	11
5N6M6FhG6e4	tomekgorczynski	1170	Entertainment	334	271	0	0	0
Yei24oFmbiI	ashleysawesome	1097	Music	38	2266	2.4	5	12
gq_vrbT29RI	JekkaBoo09	1077	Entertainment	29	4135	2.91	11	8
EpchwaHJSdA	dirtynutz	1252	Music	252	13020	4.97	30	93
hwyRIBNYQzg	TruthSpeek	1252	Music	215	12513	5	19	62
tYJmwEOuLPo	retrogurl419	1241	Music	178	6759	4.9	10	16
71hpKR4Yz4w	koneil77	1252	Music	250	29204	5	20	79
Bzul8wKQ-wk	marblesmonkey	1202	Music	75	8902	4.71	14	14
wZUUzcCVXLg	gangstalocs	1082	Entertainment	123	3071	5	4	3
#NAME?	YoungChris422	1182	Music	141	8199	5	6	12
7VO05mMpA3A	marblesmonkey	1204	Music	130	16916	4.75	28	41
6l2nv1v_3HY	JerseyClubvsBaltimor	1168	Music	303	9413	4.38	16	15
M7yiKvP6Mqc	KeminicationsMedia	1252	Entertainment	227	9070	5	24	27
F4S19JkPC0g	JerseyClubvsBaltimor	1168	Music	215	10712	4.94	18	34
jPzeQjEoda4	BeMoreTV21	1115	Entertainment	179	7520	4.67	12	12
z69vr3KmTFI	mfairfax	1253	People & Blogs	273	12153	4.78	18	17
VXujSSr0-ig	primetime87	1181	Entertainment	191	490	4.67	3	0
BmP4Lp8Tmvk	heritagehigh1	1133	Entertainment	18	488	0	0	0
G6N2ZZG5Bhk	maldotcom	547	Music	174	5659	5	3	1
C1vIPC94QeU	we22yf	1252	News & Politics	210	7663	5	12	31
SzdJQD5krQw	wbal	1253	Entertainment	114	4727	4.67	12	0
V7cuygRazmI	goldensedge	1053	Entertainment	35	2722	3.75	4	2
fqcdxWb-fl0	tjsings	1252	Music	162	3686	5	6	11
kIf2Ndrc0hk	levanindex	1253	People & Blogs	12	8394	5	1	3
DT8rSGH2RjQ	jannieboo13	1253	Music	255	6432	5	4	17
5P1gBiayQ3A	retrogurl419	1213	Music	154	10670	5	16	58
L4NYP4KjMaY	KeminicationsMedia	1253	Entertainment	135	6484	4.6	5	7
HXE23YxiwE8	idriis21	1252	Entertainment	380	1293	5	2	3
Gm2NJHK3jpI	TheYungTauruses	1254	Music	611	1490	5	7	10
UI2mcm-twZU	mfairfax	1253	People & Blogs	106	10315	5	3	4
0_TMwUYiqkI	maxpounder	1144	Entertainment	267	2742	3.75	4	5
KW1Oim0QI5E	kroniks310	1134	People & Blogs	134	9109	5	9	15
v-rso3PBbXY	deejayshiftee	746	Music	352	2977	4	6	4
HYTH1r-5ksM	splashcity	1145	Music	57	288	0	0	0
If1jtzH84KY	tatmoney	686	Music	138	9099	4.71	17	34
Q_JXGTBSkT8	maxpounder	1145	Music	486	631	4.6	5	2
PFM2o0yLPg0	djbigjeff	1126	Entertainment	265	2626	4.2	5	5
k_MH1g2AuuI	maxpounder	1145	Entertainment	210	271	4.5	2	0
L_aPOL_K2Tc	maxpounder	1143	Entertainment	140	1249	5	5	4
odqTMn4koZY	jithomas	1202	Music	286	420	5	1	0
QbjoHrSpuaU	coolkid90xx	1251	Music	68	2583	5	5	11
0lBM_srzUSo	chynebaby07	1254	Entertainment	85	225	0	0	1
OQon9olx_g8	TruthSpeek	1255	Music	215	1926	0	0	11
IGdbU9tNXsA	dustyRECORDINGS	1255	Music	298	274	0	0	0
52ISS7AWZKw	wwefan247mickey	1253	News & Politics	59	525	0	0	2
avlhq3hD5u4	pumpy03	1255	Entertainment	283	263	0	0	1
uUvX75cZ4Yw	magillazmygorilla	1253	Music	140	1797	5	2	14
KSvYrjepdR8	legacyddon	1252	Music	181	1411	5	1	8
cR7slZgEV-E	k3nNy231	1230	Entertainment	71	577	4.2	5	10
AX98BxPhBJY	dom0501	981	Autos & Vehicles	253	1765	4.5	2	2
21VgBOeSEcE	FinalProphecyChris	909	Entertainment	36	4116	5	2	7
jTCt6IxYIn0	Speed8178	631	Sports	144	13254	4.89	9	27
YADISlccEQ4	Speed8178	710	Comedy	58	8808	4.14	7	11
Bw9QyyDRhtw	youngclem06	1252	News & Politics	263	1333	5	1	9
sfy2g91yNqQ	kbssa123	1004	Comedy	99	2028	5	2	0
rnw21-YeO8A	ngonguenha	427	Music	303	20810	4.45	40	29
JHj9NkIBYWk	izajoka	814	Music	126	5248	0	0	0
Yy-cqmn7jsU	ikonoklasta	955	Music	59	3285	0	0	2
OwIFk17BTRA	intakeraver	857	Music	219	4051	3.67	3	3
YKmzAwvPUz0	donkarleon	588	Music	263	39504	4.83	12	14
yHybm-gYXyU	DRHOCHIFU	909	Music	376	63839	4.64	45	38
lhGE64bIoNQ	patricktaborda	878	Music	275	15797	4.29	7	6
VXDkqJXijz8	olavinhoang	960	Music	305	28213	4.8	5	9
6fSGa3ekXvQ	Pcxinho	814	Film & Animation	147	2531	4	1	2
dImlg-A1yFo	drika301081	792	Music	279	3449	5	1	0
chPuHrAO0Dg	soueduard	865	People & Blogs	136	21547	4	6	19
ixcgMEq2ldA	Tron222	792	Music	324	10615	4.85	13	12
mWLloAPrkTw	intakeraver	913	Entertainment	215	9522	3.47	15	9
CumYfqVkb3Q	aureadejavuh	674	Music	243	3819	4.92	13	16
Znmpb-jEPnw	olavinhoang	960	Music	218	48482	4.82	17	12
bEsVXu2TqNM	sandro29	823	Travel & Events	220	23367	4.56	9	8
B_mKo2whrX4	tonybrasco77320	1189	Music	130	7006	5	2	5
RY3Ryw3sQkI	KeSTi77	1209	Music	293	2493	5	2	2
Zy9fWCthP3w	jodu06	1182	Music	199	4368	4.5	8	3
sFNc4jBKGhM	L9PoloPa	1215	Music	277	1025	0	0	0
pJzLsbNFtHg	tonybrasco77320	1214	Music	246	389	0	0	0
w7w1IBiIxew	swiftdega	733	Music	240	4275	5	8	9
p1YnWRh-xlI	karaktrxplicit	841	Music	242	15720	4.5	12	6
6vqGGbZBiLo	francuskirapcom	1172	Music	226	6836	5	8	4
3DY2hTjsZRA	KeSTi77	1063	Music	256	15058	4.61	23	2
2bzFTFdbrPk	clickk94	1147	Music	228	10771	4.14	14	5
46HaQEsICK4	swiftdega	741	Music	125	3279	4.71	7	3
8DMIWo7TESA	sefyudu88	1208	Music	293	1667	5	5	7
XLUAwL8HFQc	lundercover	1122	Music	285	961	5	3	1
q835L-jAz7A	tonybrasco77320	1233	Music	199	619	0	0	1
VZtVIUrUOLI	kennykenzrecordz	1135	Music	86	1423	4	4	2
#NAME?	LESENFANTSDUCERCLE	1126	Music	231	4316	4.22	9	5
7KsvUU_L7_s	radiosWR2Hcom	1212	Music	293	349	0	0	0
Cx0Jsu3tT2o	retrogurl419	1220	Music	89	1368	4.8	5	1
P2_MWN9No88	andrenepo	1233	Entertainment	59	342	4	2	3
n_qjN2sy-e4	SirNadroj	1177	Film & Animation	34	12620	5	19	17
Htj_fGOvQQY	optimyprime12	1175	Howto & Style	371	5081	2.29	17	28
GAItN4h9JWo	ferpeti521	1172	Film & Animation	13	4570	5	5	2
EovGt2vignw	keller500	1197	People & Blogs	267	1532	4	6	7
voNTdw_jiHk	blhc11	1174	Entertainment	180	7503	2.69	36	7
_lN5enqV7is	joeywins2	1180	Music	32	683	3	2	1
B4J0QwzV4-0	mikekim71	1186	Comedy	112	1630	3.75	4	1
HjS4IbMtaVY	BASCOMICS	1180	Film & Animation	51	795	4.5	2	0
fMRqjpcG4ZY	ferpeti521	1182	Film & Animation	13	2299	4.2	5	1
w8w186dummk	guitarguy924	1049	Music	318	8453	3.72	18	4
O9ajeTZ5Sas	indianajoneslego	1171	Entertainment	50	1276	0	0	1
N6vs1RJRBnk	optimyprime12	1176	Howto & Style	322	2327	1.75	4	4
KUX6x8Rnpcc	ignorantshinobi	1167	Film & Animation	215	642	5	10	7
jS_lyx1OOMM	OldShellhead	1204	Film & Animation	238	4420	4.78	23	8
DpQJKWdgi6c	BleachBlack88	1223	Film & Animation	220	298	5	1	1
e0fwX9EuVmY	Heyhejs	1207	Music	234	663	4.75	4	1
HM8qGCFz_oI	suicidelraccoon	1145	Music	206	1622	4.33	12	4
_NyXv2bUkHc	JRRPrimus	1200	Music	204	622	4.57	7	5
8EAorWMvb5Y	AustinRocha	1199	Entertainment	228	266	0	0	1
h30_j-9uAnU	whybutyeah	1191	Music	180	351	3.2	5	3
YsD4uXQtvLc	outofmymind64	1194	Film & Animation	90	45	0	0	0
zkYRlYVNEFo	PY2HM	1233	Entertainment	224	146	5	3	3
Jj4jizVAm-I	FrecklesPhoenix3	1223	Film & Animation	172	549	4.91	34	38
IaZVxTSzLUE	ajryj	1193	Music	344	6210	4.07	15	6
2M5paRxAEJc	brendan12303	1188	Entertainment	235	720	5	5	1
YPiCByrOvRU	Lankybeefcake	1199	Entertainment	214	1010	4	1	4
YpoqBJ4Xk1E	Ross28645	1196	Music	179	58	0	0	0
txLh-XeshJI	XxSpeedballXJunkiexX	1189	Film & Animation	207	318	0	0	0
0kYcZZ8GuKE	matthewpoke	1165	Music	326	18599	4.82	49	15
181c-GRhXU4	dannyboy4994	1179	Film & Animation	47	7082	2.78	9	8
rJrVBb2GRuk	Warpaxer	1215	Entertainment	255	522	3.5	2	1
Ntn8UIY5VeE	DarthSparky007	1188	Film & Animation	136	763	3.17	6	21
VFu7kPeneS8	TheRevX	1181	Film & Animation	17	892	4.5	12	7
9q7oYjyAw2g	kevinljd	1178	Music	326	47338	4.79	146	126
1BZumwBbHcA	monolite65	1254	Gaming	516	61	0	0	1
uArXRuyqkZ8	AFIs100Years	1254	Entertainment	217	886	5	11	10
zQ7hiEFk_2k	felarof91	1253	Entertainment	308	157	5	3	2
SCZDhs4_BDY	peardrop1992	1254	Entertainment	442	384	5	7	6
dIvqW03KrAc	ChunkLee13	1248	Entertainment	658	433	5	18	13
SCZlwxIH02s	Default092	1232	Film & Animation	276	356	5	2	0
ZckpmxfEh_A	evithebest20	1254	Entertainment	115	388	1.33	3	0
ARfR0scNa8A	SmileyLOLGurl	1237	Film & Animation	209	432	4.5	8	8
KXELHWRR_2s	WoWpwner123	1254	Entertainment	571	108	1	1	4
Q4imGVoRuLQ	chrisbklyn67	1230	Entertainment	228	202	5	2	1
f5X_YPVWQbk	ridiculousmovies	1254	Comedy	121	8	0	0	0
KZPKst81U-E	harleygoofy	1254	Entertainment	101	711	4.67	6	0
NbG1QGy3aMU	xdpxnarkx26x	1254	Gaming	118	46	0	0	0
nKh5b1MECjg	ranciuz	1254	Gaming	239	24	0	0	0
cBmewzmABEk	Fungusinanus	1254	Howto & Style	21	43	4	1	1
4fvWnnNFVic	wilquemdumont	1254	Gaming	599	48	1	1	0
KWEEc6YKXVQ	Spitfireboy450	1254	Gaming	396	35	0	0	1
lAjEc-j5RUI	dannyboy4994	1160	Film & Animation	61	5925	3.31	16	15
uoODpBjD5B4	cloverfanatic	1160	Film & Animation	94	8641	2.43	53	27
gBgjKBkDfOg	omegasoundwave	1177	Entertainment	221	494	5	4	5
wnTca8TYmoI	VansDarkside12	1168	Entertainment	79	1153	0	0	5
dd-nXkEZwKs	LegoIndiana	1147	Film & Animation	90	2081	3.44	9	12
